Cpd-AddOnMass,Note,RT,m/z,charge,Height(MS1),Height(MS2),Matched Counts,Cov. Sequence,Cov. Int
5_4_0_0-0(0),Neutral,28.158333333333335,821.30335,2,239350.1316290222,2098902.9986855034,15,100.0%,63.68429874083655%
