Molecule Name	Molecule Structure	Molecule Formula	Precursor charge	Precursor m/z (native)	Precursor m/z (reduced)	Product Name	Product Formula	Product m/z (native)	Product m/z (reduced)	Product Charge
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	J(1)N(2)H(3)	C42H69N3O30	1114.4149778935	1116.4306278935	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	J(1)N(1)H(3)X(1)	C39H64N2O29	1043.3778641057002	1045.3935141057	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	J(1)N(2)H(2)X(1)	C41H67N3O29	1084.4044132072	1086.4200632072002	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	N(2)H(4)	C40H66N2O30	1055.377868792	1055.377868792	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	N(2)H(3)X(1)	C39H64N2O29	1025.3673041057	1025.3673041057	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	N(2)H(3)X(1)	C39H64N2O29	1025.3673041057	1025.3673041057	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	J(1)N(2)H(4)	C48H79N3O35	1276.467801325	1278.483451325	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	J(1)N(2)H(3)X(1)	C47H77N3O34	1246.4572366387001	1248.4728866387	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	J(1)N(2)H(3)X(1)	C47H77N3O34	1246.4572366387001	1248.4728866387	1
4_3_0_0_0_1_b	(J(N(H(H)(X)(H(N(H))))))	C53H87O39N3	2	704.758951	705.766776	N(2)H(4)X(1)	C45H74N2O34	1187.4201275372002	1187.4201275372002	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(1)	C6H10N0O5	163.06065343150001	163.06065343150001	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)	C8H13N1O5	222.097762533	224.113412533	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	N(1)	C8H13N1O5	204.087202533	204.087202533	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	X(1)	C5H8N0O4	133.05008874520001	133.05008874520001	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(1)N(1)	C14H23N1O10	366.1400259645	366.1400259645	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(1)	C16H26N2O10	425.177135066	427.192785066	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(2)X(1)	C17H28N0O14	457.1557356082	457.1557356082	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(1)N(2)	C22H36N2O15	569.2193984975	569.2193984975	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(1)H(2)	C28H46N2O20	749.2827819290001	751.298431929	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(1)H(1)X(1)	C27H44N2O19	719.2722172427	721.2878672427	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	N(1)H(2)X(1)	C25H41N1O19	660.2351081412	660.2351081412	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(3)N(2)	C34H56N2O25	893.3250453605001	893.3250453605001	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(3)X(1)N(1)	C31H51N1O24	822.2879315727	822.2879315727	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(2)X(1)N(2)	C33H54N2O24	863.3144806742	863.3144806742	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(1)H(2)X(1)	C33H54N2O24	881.3250406742001	883.3406906742	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	H(3)X(1)N(2)	C39H64N2O29	1025.3673041057	1025.3673041057	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(3)H(2)	C44H72N4O30	1155.441526995	1157.457176995	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(2)H(3)	C42H69N3O30	1114.4149778935	1116.4306278935	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(1)H(3)X(1)	C39H64N2O29	1043.3778641057002	1045.3935141057	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(2)H(2)X(1)	C41H67N3O29	1084.4044132072	1086.4200632072002	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	N(3)H(3)	C42H69N3O30	1096.4044178935	1096.4044178935	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	N(2)H(3)X(1)	C39H64N2O29	1025.3673041057	1025.3673041057	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	N(3)H(2)X(1)	C41H67N3O29	1066.3938532072002	1066.3938532072002	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(3)H(3)	C50H82N4O35	1317.4943504265002	1319.5100004265	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(2)H(3)X(1)	C47H77N3O34	1246.4572366387001	1248.4728866387	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	J(1)N(3)H(2)X(1)	C49H80N4O34	1287.4837857402	1289.4994357402002	1
3_4_0_0_0_1_a	(J(N(H(H)(X)(H(N)(N)))))	C55H90O39N4	2	725.2722255000001	726.2800505000001	N(3)H(3)X(1)	C47H77N3O34	1228.4466766387	1228.4466766387	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(1)	C6H10N0O5	163.06065343150001	163.06065343150001	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)	C8H13N1O5	222.097762533	224.113412533	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)	C8H13N1O5	204.087202533	204.087202533	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	X(1)	C5H8N0O4	133.05008874520001	133.05008874520001	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(2)	C12H20N0O10	325.113476863	325.113476863	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(1)X(1)	C11H18N0O9	295.1029121767	295.1029121767	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)	C16H26N2O10	425.177135066	427.192785066	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(3)	C18H30N0O15	487.16630029450005	487.16630029450005	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(2)X(1)	C17H28N0O14	457.1557356082	457.1557356082	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(1)	C22H36N2O15	587.2299584975	589.2456084975	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(1)X(1)	C19H31N1O14	498.1822847097	498.1822847097	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(4)	C24H40N0O20	649.219123726	649.219123726	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(3)X(1)	C23H38N0O19	619.2085590397	619.2085590397	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(2)	C28H46N2O20	749.2827819290001	751.298431929	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(1)X(1)	C27H44N2O19	719.2722172427	721.2878672427	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(2)X(1)	C25H41N1O19	660.2351081412	660.2351081412	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(5)	C30H50N0O25	811.2719471575	811.2719471575	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(4)X(1)	C29H48N0O24	781.2613824712	781.2613824712	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(3)	C34H56N2O25	911.3356053605	913.3512553605001	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(2)X(1)	C33H54N2O24	881.3250406742001	883.3406906742	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(3)X(1)	C31H51N1O24	822.2879315727	822.2879315727	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	H(5)X(1)	C35H58N0O29	943.3142059027	943.3142059027	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(4)	C40H66N2O30	1073.388428792	1075.404078792	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(3)X(1)	C39H64N2O29	1043.3778641057002	1045.3935141057	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(5)	C38H63N1O30	1014.3513196905	1014.3513196905	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(4)X(1)	C37H61N1O29	984.3407550042	984.3407550042	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(5)	C46H76N2O35	1235.4412522235	1237.4569022235	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(4)X(1)	C45H74N2O34	1205.4306875372	1207.4463375372002	1
5_2_0_0_0_1_c	(J(N(H(X)(H(H(H(H)))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(5)X(1)	C43H71N1O34	1146.3935784357	1146.3935784357	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(1)	C6H10N0O5	163.06065343150001	163.06065343150001	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)	C8H13N1O5	222.097762533	224.113412533	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)	C8H13N1O5	204.087202533	204.087202533	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	X(1)	C5H8N0O4	133.05008874520001	133.05008874520001	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(2)	C12H20N0O10	325.113476863	325.113476863	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(1)X(1)	C11H18N0O9	295.1029121767	295.1029121767	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)	C16H26N2O10	425.177135066	427.192785066	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(3)	C18H30N0O15	487.16630029450005	487.16630029450005	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(3)	C18H30N0O15	487.16630029450005	487.16630029450005	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(2)X(1)	C17H28N0O14	457.1557356082	457.1557356082	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(1)	C22H36N2O15	587.2299584975	589.2456084975	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(1)X(1)	C19H31N1O14	498.1822847097	498.1822847097	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(4)	C24H40N0O20	649.219123726	649.219123726	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(2)	C28H46N2O20	749.2827819290001	751.298431929	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(1)X(1)	C27H44N2O19	719.2722172427	721.2878672427	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(2)X(1)	C25H41N1O19	660.2351081412	660.2351081412	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(5)	C30H50N0O25	811.2719471575	811.2719471575	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(4)X(1)	C29H48N0O24	781.2613824712	781.2613824712	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(2)X(1)	C33H54N2O24	881.3250406742001	883.3406906742	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	H(5)X(1)	C35H58N0O29	943.3142059027	943.3142059027	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(4)	C40H66N2O30	1073.388428792	1075.404078792	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(3)X(1)	C39H64N2O29	1043.3778641057002	1045.3935141057	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(5)	C38H63N1O30	1014.3513196905	1014.3513196905	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(4)X(1)	C37H61N1O29	984.3407550042	984.3407550042	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(5)	C46H76N2O35	1235.4412522235	1237.4569022235	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	J(1)N(1)H(4)X(1)	C45H74N2O34	1205.4306875372	1207.4463375372002	1
5_2_0_0_0_1_d	(J(N(H(X)(H(H(H)(H))))))	C51H84O39N2	2	684.2456765	685.2535015	N(1)H(5)X(1)	C43H71N1O34	1146.3935784357	1146.3935784357	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	F(1)	C6H10N0O4	147.06573880940002	147.06573880940002	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(1)	C6H10N0O5	163.06065343150001	163.06065343150001	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)	C8H13N1O5	222.097762533	224.113412533	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(1)	C8H13N1O5	204.087202533	204.087202533	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	X(1)	C5H8N0O4	133.05008874520001	133.05008874520001	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(1)X(1)	C11H18N0O9	295.1029121767	295.1029121767	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(1)	C16H26N2O10	425.177135066	427.192785066	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(1)F(1)	C14H23N1O9	350.1451113424	350.1451113424	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(1)H(1)	C14H23N1O10	366.1400259645	366.1400259645	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(1)N(1)F(1)	C20H33N1O14	512.1979347739	512.1979347739	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(2)N(1)	C20H33N1O15	528.192849396	528.192849396	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(2)X(1)	C17H28N0O14	457.1557356082	457.1557356082	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(1)H(1)	C22H36N2O15	587.2299584975	589.2456084975	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(1)F(1)H(1)	C20H33N1O14	512.1979347739	512.1979347739	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(1)H(1)X(1)	C19H31N1O14	498.1822847097	498.1822847097	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(2)N(1)F(1)	C26H43N1O19	674.2507582054001	674.2507582054001	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(1)H(2)	C28H46N2O20	749.2827819290001	751.298431929	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(1)H(1)X(1)	C27H44N2O19	719.2722172427	721.2878672427	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(1)H(2)X(1)	C25H41N1O19	660.2351081412	660.2351081412	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(3)N(1)F(1)	C32H53N1O24	836.3035816369	836.3035816369	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(2)X(1)N(1)F(1)	C31H51N1O23	806.2930169506001	806.2930169506001	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(3)X(1)N(1)	C31H51N1O24	822.2879315727	822.2879315727	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(1)H(2)X(1)	C33H54N2O24	881.3250406742001	883.3406906742	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	H(3)X(1)N(1)F(1)	C37H61N1O28	968.3458403821	968.3458403821	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(2)H(2)F(1)	C42H69N3O29	1098.4200632714	1100.4357132714001	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(2)H(3)	C42H69N3O30	1114.4149778935	1116.4306278935	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(2)H(2)X(1)	C41H67N3O29	1084.4044132072	1086.4200632072002	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(2)H(3)F(1)	C40H66N2O29	1039.3829541699001	1039.3829541699001	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(2)H(2)X(1)F(1)	C39H64N2O28	1009.3723894836	1009.3723894836	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(2)H(3)X(1)	C39H64N2O29	1025.3673041057	1025.3673041057	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(2)H(3)F(1)	C48H79N3O34	1260.4728867029	1262.4885367029	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(2)H(2)X(1)F(1)	C47H77N3O33	1230.4623220166	1232.4779720166002	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	J(1)N(2)H(3)X(1)	C47H77N3O34	1246.4572366387001	1248.4728866387	1
3_3_1_0_0_1_d	(J(N(H(X)(H(N(F)(H))))))	C53H87O38N3	2	696.7614934999999	697.7693184999999	N(2)H(3)X(1)F(1)	C45H74N2O33	1171.4252129151	1171.4252129151	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	F(1)	C6H10N0O4	147.06573880940002	147.06573880940002	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	J(1)	C8H13N1O5	222.097762533	224.113412533	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	N(1)	C8H13N1O5	204.087202533	204.087202533	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	X(1)	C5H8N0O4	133.05008874520001	133.05008874520001	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	H(1)N(1)	C14H23N1O10	366.1400259645	366.1400259645	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	H(1)X(1)	C11H18N0O9	295.1029121767	295.1029121767	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	J(1)N(1)	C16H26N2O10	425.177135066	427.192785066	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	N(1)F(1)	C14H23N1O9	350.1451113424	350.1451113424	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	H(1)N(1)F(1)	C20H33N1O14	512.1979347739	512.1979347739	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	H(1)N(2)	C22H36N2O15	569.2193984975	569.2193984975	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	J(1)N(1)H(1)	C22H36N2O15	587.2299584975	589.2456084975	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	N(1)H(1)X(1)	C19H31N1O14	498.1822847097	498.1822847097	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	H(1)N(2)F(1)	C28H46N2O19	715.2773073069001	715.2773073069001	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	H(2)X(1)N(1)	C25H41N1O19	660.2351081412	660.2351081412	1
2_4_1_0_0_1_b	(J(N(H(X)(H(N)(N(F))))))	C55H90O38N4	2	717.274768	718.282593	J(1)N(1)H(1)X(1)	C27H44N2O19	719.2722172427	721.2878672427	1
